year,month,site,replicate,sieve_2mm_perc,sieve_1mm_perc,sieve_500um_perc,sieve_250um_perc,sieve_125um_perc,sieve_63um_perc,sieve_pan_perc
2025,december,B,2,0.5036373810856183,0.8393956351426972,0.8393956351426972,87.01734750979296,10.632344711807498,0.44767767207610515,0.0
2025,december,B,3,0.09305210918114143,0.7133995037220844,0.7133995037220844,86.04218362282877,11.94168734491315,0.7133995037220844,0.18610421836228286
2025,december ,C,1,1.003928415539066,3.360977738978612,3.360977738978612,68.61632474901789,24.83631601920559,1.1348756001745963,0.08729812309035355
2025,december,C,2,0.19623233908948198,1.9623233908948194,1.9623233908948194,51.098901098901095,43.17111459968603,1.8445839874411303,0.0
2025,december,C,3,0.09925558312655086,0.0,1.9851116625310177,55.88089330024815,38.41191066997519,1.6377171215880897,0.0
2026,january,A,1,0.6231823847112588,2.11882010801828,7.6028250934773585,50.97631906938097,31.69921063564603,5.442459493144994,0.540091400083091
2026,january,A,2,0.0,1.0344827586206897,9.556650246305418,51.2807881773399,31.330049261083744,4.876847290640394,0.3448275862068966
2026,january,A,3,0.33508855911919583,1.5797032072762087,6.7496409765438,49.49736716132121,34.80134035423647,5.409286740067017,0.430828147438966
2026,january,B,1,0.0,0.0,4.422032583397982,86.11326609775018,8.688906128782001,0.5430566330488751,0.0
2026,january,B,2,0.0,0.2272727272727273,6.5,84.31818181818183,7.1818181818181825,0.40909090909090906,0.0
2026,january,B,3,0.0,5.662514156285391,5.8323895809739525,87.82559456398641,5.94563986409966,0.0,0.0
2026,january,C,1,0.0,0.6071645415907712,6.071645415907712,55.55555555555556,31.5725561627201,3.035822707953856,0.24286581663630846
2026,january,C,2,0.0,0.42938931297709915,8.158396946564885,55.152671755725194,31.25,2.099236641221374,0.0
2026,january,C,3,1.3360053440213762,1.6032064128256511,8.149632598530394,55.911823647294575,26.786907147628586,3.1396125584502332,0.0
2026,february,A,1,1.5081206496519723,10.904872389791183,19.48955916473318,37.23897911832947,26.798143851508122,2.6102088167053368,0.0
2026,february,A,2,4.986702127659575,0.8643617021276596,16.356382978723406,27.992021276595747,34.840425531914896,4.8537234042553195,0.0
2026,february,A,3,1.158129175946548,3.652561247216036,9.933184855233854,60.26726057906458,22.76169265033408,2.4944320712694883,0.08908685968819599
2026,february,B,1,0.0,0.0,2.177650429799427,86.59025787965616,8.939828080229226,0.9742120343839542,0.11461318051575933
2026,february,B,2,0.0,0.6602641056422569,4.861944777911164,86.49459783913565,7.322929171668667,1.440576230492197,0.12004801920768307
2026,february,B,3,0.0,0.27233115468409586,1.7429193899782136,84.85838779956427,10.893246187363834,1.9607843137254901,0.0
2026,february,C,1,0.0,0.528084493518963,4.272683629380701,34.42150744119059,51.60825732117139,8.209313490158426,0.6240998559769564
2026,february ,C,2,0.8853474988933158,1.5493581230633022,9.074811863656485,54.00619743249225,25.984949092518818,3.3643204957946,0.17706949977866313
2026,february,C,3,1.7391304347826086,4.949832775919733,9.431438127090301,52.87625418060201,24.71571906354515,2.107023411371238,0.0
